Age,Experience,Income,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
53,28,20,3,0.1,2,0,0,0,0,0,0
30,5,85,1,2.6,2,0,0,0,0,1,0
28,3,65,3,2.6,3,0,0,1,0,0,0
60,35,191,4,5.6,3,0,1,0,0,0,0
51,26,11,2,0,1,0,0,1,0,0,0
63,37,40,2,1,3,167,0,0,0,0,0
38,13,54,3,0.7,2,196,0,0,0,0,0
59,35,95,1,3.8,1,0,0,0,0,1,1
53,29,94,4,1,2,0,0,0,0,1,0
31,5,79,4,2.2,2,0,0,0,0,0,0
41,17,48,3,0.3,3,0,0,0,0,1,1
25,1,70,4,2.6,1,0,0,1,0,1,0
27,3,40,3,0.1,2,111,0,0,0,1,0
50,24,44,4,1.8,1,0,0,0,0,1,1
50,25,43,1,1.4,3,137,0,0,0,1,0
43,18,29,1,0.3,3,0,0,0,0,1,0
50,24,188,3,1.3,1,184,1,0,0,0,1
46,20,114,1,0,1,0,0,0,0,1,1
30,6,52,3,0.7,2,0,0,0,0,1,0
42,16,13,1,0.2,1,0,0,0,0,1,0
42,17,95,3,0.5,3,0,0,0,0,0,0
29,3,84,1,2.9,3,0,0,0,0,1,0
38,14,49,1,1.8,1,0,0,0,0,0,0
51,25,181,1,1.7,1,0,0,0,0,1,1
35,10,182,1,0.3,2,229,1,0,1,1,1
37,13,70,2,2.7,1,0,0,0,0,0,0
47,21,79,3,1.1,1,185,0,0,0,1,1
55,29,61,4,2.8,2,0,0,0,0,1,1
65,41,121,2,2.1,1,0,0,0,0,1,0
58,33,34,3,0.2,1,83,0,0,0,1,0
54,28,183,1,1,1,442,0,0,0,0,0
52,28,51,1,1.6,3,0,0,1,0,0,1
28,2,70,3,0.3,3,0,0,0,0,0,1
32,8,39,1,1.7,1,0,0,0,0,1,1
51,24,84,3,2,2,0,0,0,0,0,0
43,18,122,1,7,1,0,0,0,0,1,1
42,18,145,1,1.7,1,132,0,0,0,1,1
42,17,98,2,0.4,1,0,0,0,0,1,1
41,16,79,1,1,3,233,0,0,0,1,0
34,8,38,2,2,3,0,0,0,0,1,1
30,6,49,3,0.7,2,196,0,0,0,0,1
32,7,38,1,1,1,0,0,0,0,1,0
46,20,91,4,2.6,3,0,0,0,0,0,0
38,12,29,4,0.2,1,0,0,0,0,0,1
37,13,172,2,6.5,1,0,0,0,0,0,0
32,8,104,2,3.7,1,0,1,0,0,0,1
35,9,58,1,2.5,1,0,0,0,0,1,1
30,5,171,2,1.9,2,0,1,0,0,0,0
30,4,73,3,3.3,1,0,1,0,1,1,1
58,32,191,1,2.9,1,0,0,0,0,0,0
57,27,90,2,4.5,3,0,0,0,0,1,0
34,9,55,3,2.3,1,0,0,1,1,1,1
31,4,28,1,2,2,0,0,0,0,0,0
39,14,42,1,2.5,3,0,0,0,0,1,0
57,33,9,1,0.1,2,91,0,1,0,1,0
47,21,65,1,1.5,2,0,0,1,0,1,0
51,26,134,4,4.5,3,0,1,1,1,1,0
30,6,83,4,3.4,1,0,0,1,0,1,0
55,28,38,3,1,2,0,0,0,0,1,0
32,6,13,4,0.3,1,0,0,0,0,1,1
32,7,143,3,2.9,3,0,1,0,0,1,0
44,20,75,4,1.9,1,0,0,0,0,0,0
33,7,120,1,3.2,3,0,1,0,0,1,0
49,24,91,1,2.8,2,0,0,0,0,0,0
32,6,99,2,1.5,3,0,0,0,0,0,1
31,7,71,1,0.1,1,78,0,1,0,0,0
37,13,111,1,0.8,2,0,0,0,0,0,0
41,15,108,1,5.2,1,0,0,0,0,0,0
56,32,158,1,7.4,1,0,0,0,0,0,0
55,31,81,3,2.67,1,0,0,0,0,1,0
49,23,12,2,0.1,3,0,0,1,1,1,0
63,37,21,2,0.4,1,0,0,0,0,1,0
55,30,55,4,0.9,1,215,0,0,0,1,1
59,35,42,1,1.8,3,0,0,0,0,1,0
41,16,81,2,0.4,1,0,0,0,0,0,1
49,25,13,4,0.2,1,87,0,0,0,0,0
48,23,132,1,0.6,1,157,0,0,0,0,0
41,16,99,1,1,3,0,0,0,0,1,0
50,26,23,4,0.2,1,0,0,0,0,0,1
28,1,40,1,2,2,0,0,1,0,1,0
36,11,181,3,1.4,1,0,1,0,0,0,0
38,14,112,2,2.2,1,394,0,0,0,0,0
34,9,138,2,7.8,1,227,0,0,0,1,0
41,17,94,3,3.8,2,327,1,1,1,1,0
43,19,113,1,1.7,1,0,0,0,0,0,0
30,5,112,4,5,2,0,1,0,0,0,1
37,12,190,2,3,1,475,0,0,0,1,0
62,37,38,1,1.1,3,0,0,0,0,1,0
40,16,32,1,1.4,3,158,0,0,0,1,0
35,10,104,3,0.6,2,0,0,0,0,0,1
64,40,43,1,1.9,2,0,0,0,0,1,0
49,24,45,3,1.7,2,0,0,1,0,1,0
24,-1,35,2,1.7,2,0,0,0,0,0,0
36,10,42,4,1.2,2,0,0,0,0,1,1
29,4,58,1,0.8,2,0,0,0,0,1,1
29,3,103,4,3.4,1,0,1,0,0,1,0
28,3,71,1,3.3,2,149,1,1,1,1,0
33,7,14,1,0.4,2,98,0,0,0,1,0
36,11,98,3,1.2,3,0,0,1,0,0,1
42,17,90,1,0.1,2,0,0,0,0,0,1
25,0,65,4,0.2,1,0,0,1,0,0,0
28,2,19,4,0.4,1,0,0,0,0,1,1
50,25,35,3,1.7,2,0,0,0,0,1,1
34,9,71,4,1.3,1,0,0,0,0,1,0
43,19,31,3,0.5,1,0,0,0,0,0,0
62,38,43,4,1.2,2,0,0,0,0,1,0
61,36,24,1,1.5,2,87,0,1,0,0,0
45,19,58,2,0.4,3,0,0,1,0,0,1
42,17,115,2,0.4,1,0,0,0,0,1,0
39,15,168,2,8,1,152,0,1,0,0,0
29,5,128,1,1.5,1,0,0,0,0,1,1
45,20,138,1,7,1,0,0,0,0,0,1
58,32,81,3,1.7,2,0,0,0,0,1,1
29,3,41,4,1.3,3,0,0,0,0,1,0
32,7,123,2,2.9,2,0,1,0,0,1,0
37,13,71,2,2.7,1,94,0,0,0,1,0
48,23,8,1,0.4,3,0,0,0,0,0,1
40,14,42,2,0.7,1,101,0,0,0,1,0
29,4,62,2,2.5,1,184,0,0,0,1,0
36,12,22,4,1,1,91,0,1,0,1,0
35,8,38,4,1,2,0,0,0,0,1,0
35,11,24,4,0.4,2,0,0,0,0,0,0
62,37,50,3,2.4,1,0,0,0,0,1,0
26,1,190,4,1.3,2,197,1,0,0,1,0
32,7,94,2,3.1,1,0,0,0,0,1,0
63,37,165,4,5.1,3,0,1,0,0,0,0
38,12,43,4,1.2,2,0,0,0,0,0,1
50,26,48,1,1.6,2,0,0,0,0,0,1
46,21,52,3,2.7,2,228,0,0,0,0,1
50,24,84,4,4.9,1,0,0,0,0,1,0
61,36,131,1,0.9,1,0,0,0,0,1,0
34,8,44,4,0.2,1,0,0,0,0,0,0
27,2,78,4,0.2,1,87,0,0,0,0,0
61,36,15,4,0.4,2,0,0,0,0,0,0
45,20,38,4,1.9,3,144,0,0,0,1,1
50,25,84,1,1.3,3,0,0,1,0,1,0
44,20,122,1,0.3,1,0,0,0,0,1,0
62,36,98,2,2.8,1,0,0,0,0,0,0
45,18,80,3,2.67,2,0,0,0,0,0,0
41,17,165,2,8,1,0,0,0,0,1,0
30,5,121,2,3.3,1,0,0,0,0,0,1
61,37,20,3,0.4,2,94,0,0,0,0,0
45,19,11,1,0.2,1,91,0,0,0,0,0
59,35,45,1,1.8,3,0,0,0,0,1,0
30,6,118,2,2.8,2,0,1,0,0,0,0
60,36,14,2,0.3,1,109,0,0,0,1,1
39,13,30,3,0.2,2,0,0,0,0,0,0
56,30,45,1,0.2,1,98,0,0,0,0,0
56,32,80,3,2.67,1,0,0,0,0,1,0
27,1,25,4,0.3,2,0,0,0,0,1,1
66,41,144,1,2.5,1,0,0,1,1,1,1
43,19,84,4,0.2,3,297,0,0,0,1,0
53,29,22,2,0.4,1,0,0,0,0,1,0
44,18,33,3,1.5,1,0,0,0,0,1,1
54,28,60,4,2.6,3,0,0,0,0,0,0
31,6,81,4,2.2,2,116,0,0,0,1,0
38,13,169,1,6.8,3,0,1,0,1,1,1
28,2,63,2,1.6,3,0,0,0,0,1,0
51,26,12,2,0.7,3,109,0,0,0,1,1
52,27,15,4,0.8,1,101,0,0,0,0,0
64,38,39,1,0.5,3,0,0,1,1,1,1
29,4,44,4,2,2,0,0,0,0,1,0
34,10,110,1,4,1,0,0,0,0,1,0
33,8,130,3,6.3,2,99,1,0,0,0,1
46,21,41,1,1.4,3,128,0,0,0,1,0
48,22,59,1,1.4,3,241,0,0,0,1,0
52,28,39,2,0.8,1,0,0,0,0,1,0
44,19,35,4,0,2,0,0,0,0,1,0
51,27,80,1,2.6,2,0,0,0,0,1,1
47,20,81,1,2.67,2,0,0,0,0,1,0
39,13,31,2,0.8,3,0,0,0,0,0,0
42,17,93,4,1.9,3,0,0,0,0,0,0
57,33,45,4,1.5,1,204,0,0,0,1,0
36,12,40,2,0.6,3,0,0,0,0,1,1
27,1,80,2,1.6,3,185,0,0,0,1,1
31,7,20,1,0.4,3,0,0,0,0,1,0
63,37,41,1,0.5,3,0,0,0,0,0,1
34,8,31,1,0.3,1,104,0,0,0,1,1
52,27,35,4,0.2,2,0,0,0,0,1,0
57,31,40,3,1.4,3,137,0,0,0,1,1
63,39,84,1,1.8,3,0,0,0,0,0,0
26,1,53,2,1.6,3,0,0,0,0,1,0
35,5,85,4,4,3,0,0,0,0,1,0
58,33,138,2,3.9,1,0,0,0,0,1,0
32,2,71,2,1.75,3,108,0,0,0,0,0
64,39,113,1,0.8,3,0,0,0,0,0,1
50,23,23,2,1,2,0,0,1,0,0,0
34,9,62,3,2.3,1,0,0,0,0,0,0
36,11,14,4,0.2,3,100,0,0,0,1,1
43,18,60,2,2.2,3,0,0,0,0,0,1
28,4,94,3,0.8,1,236,0,0,0,1,0
64,39,83,3,1.8,2,0,0,0,0,1,0
60,35,130,3,6.3,3,437,1,0,1,1,1
62,37,61,4,1.7,1,0,0,0,0,0,0
27,2,92,2,3.1,1,178,0,0,0,1,0
42,16,20,2,0.8,3,117,0,0,0,1,1
45,20,194,2,8.8,1,428,0,0,0,0,0
36,10,74,1,2.5,1,0,0,0,0,0,1
48,22,84,2,0.4,3,145,0,0,0,0,0
65,40,98,3,1.8,2,333,0,0,0,0,0
39,15,52,3,2.33,1,0,0,0,0,1,0
51,26,55,1,1.3,2,236,0,0,0,0,1
30,6,64,4,3.4,1,117,0,0,0,0,0
65,40,128,1,2.5,1,162,0,0,0,1,0
38,13,113,4,1.7,2,0,1,0,0,0,1
29,3,50,3,1.1,2,0,0,0,0,0,1
42,18,54,4,2.2,2,0,0,0,0,0,0
63,38,129,1,0.9,1,366,0,0,0,1,0
46,21,82,4,0.4,1,0,0,0,0,0,0
62,38,100,4,1.7,2,0,0,0,0,1,0
58,34,44,4,2.2,1,0,0,1,0,0,0
56,30,164,4,0.5,2,234,1,0,1,1,1
56,31,81,2,3.7,1,121,0,0,0,1,1
34,10,71,1,0.1,1,257,0,0,0,1,1
42,17,28,1,0.5,3,90,0,0,0,0,0
30,6,80,3,1.5,1,219,0,0,0,1,0
61,35,90,4,1.9,2,0,0,0,0,1,0
38,14,74,1,3.6,2,0,0,0,0,1,1
50,25,14,2,0.7,3,0,0,1,0,1,0
61,36,23,2,0.5,2,103,0,0,0,1,0
41,17,153,1,1.7,1,337,0,0,0,0,1
42,16,38,3,0.9,3,0,0,0,0,0,0
29,5,112,2,2,2,382,0,1,0,0,0
51,26,145,1,8.1,1,397,0,0,0,0,1
32,6,28,2,0.3,2,88,0,0,0,1,0
34,9,31,4,1.1,3,0,0,0,0,1,1
26,2,195,1,6.33,1,0,0,0,0,1,1
54,24,50,3,2,3,0,0,0,0,1,1
38,14,71,4,2,3,0,0,0,0,0,0
62,36,21,3,0.3,3,0,0,0,0,0,0
37,11,35,2,0.8,3,125,0,0,0,0,0
46,21,42,1,2.4,1,0,0,0,0,1,1
52,27,78,4,3.6,3,141,0,0,0,1,0
32,6,73,4,2.2,2,0,0,0,0,0,0
49,25,53,2,1,3,181,0,0,0,0,0
28,3,51,2,1.6,3,123,0,0,0,0,0
55,30,40,2,2.3,3,0,0,0,0,1,0
52,26,178,1,1,1,0,0,0,0,0,0
32,6,35,2,0.3,1,0,0,0,0,0,1
31,7,192,1,0,2,0,1,0,0,1,0
27,3,123,1,5.4,1,0,0,0,0,0,0
32,5,48,2,1.67,2,0,0,1,1,1,1
52,26,45,3,0.6,2,0,0,0,0,0,0
52,28,15,1,0.2,1,0,0,0,0,1,0
50,24,79,1,0.3,1,120,0,0,0,1,0
32,5,63,4,2,2,0,0,1,0,1,0
61,35,30,2,0.2,3,0,0,0,0,1,0
60,36,145,4,6.9,1,380,1,0,0,0,1
28,4,32,3,1,2,0,0,0,0,0,0
34,9,64,2,0.1,1,224,0,0,0,1,1
31,7,84,1,0.1,1,0,0,0,0,1,0
31,5,21,1,0.4,2,0,0,0,0,1,0
62,38,99,4,1.7,2,0,0,0,0,1,0
47,22,35,2,1.3,1,0,0,0,0,1,0
50,24,180,1,1.7,1,0,0,0,0,1,1
36,12,42,1,1.33,1,0,0,0,0,1,0
26,0,179,4,2.1,2,0,1,0,0,0,0
51,27,42,4,0.1,3,0,0,0,0,0,0
52,25,180,2,9,2,297,1,0,0,1,0
35,11,82,4,3.4,1,0,0,0,0,0,0
42,16,55,2,0.7,1,149,0,0,0,0,0
36,12,79,2,2.2,1,0,0,0,0,1,0
41,17,48,2,0.6,3,215,0,0,0,0,1
49,25,93,1,2.7,1,0,0,1,0,1,0
57,32,23,2,0.2,3,0,0,0,0,0,0
44,20,50,3,2.33,1,200,0,0,0,0,0
60,34,85,2,2,1,0,0,0,0,1,0
38,14,35,1,1.5,2,97,0,0,0,1,0
26,2,171,3,6,2,0,1,0,0,1,0
29,2,29,4,1.5,2,0,0,0,0,0,1
59,35,84,1,1.8,3,0,0,0,0,1,1
51,27,20,4,0.5,2,0,0,0,0,1,0
50,25,14,1,0.4,3,0,0,0,0,1,1
35,10,179,1,8.6,1,357,0,0,0,0,0
61,37,48,1,0.8,1,158,0,0,0,1,0
42,16,74,1,2.8,1,0,0,0,0,1,0
55,29,53,1,1.4,1,0,0,0,0,0,0
50,25,83,1,2.8,2,0,0,0,0,1,1
64,40,171,2,2.1,1,433,0,0,0,0,0
54,28,85,4,4.9,1,0,0,0,0,1,0
50,26,38,4,0.9,2,0,0,0,0,1,0
31,5,85,3,1.6,1,157,0,0,0,1,1
32,8,79,1,0.1,1,0,0,0,0,0,0
44,19,69,4,0.4,1,0,0,0,0,0,0
60,35,43,3,0.9,3,0,0,0,0,1,1
60,34,33,2,0.3,1,101,0,0,0,1,0
62,38,42,3,0.1,3,149,0,0,0,0,1
46,21,40,4,1.9,3,122,0,0,0,1,0
57,33,43,1,1.8,3,0,0,0,0,0,0
30,5,20,4,0.5,3,117,0,0,0,0,0
58,32,65,3,2.5,1,222,0,0,0,1,0
39,13,139,3,3.4,1,483,1,0,0,1,0
60,35,135,3,0.3,3,0,1,0,0,1,0
59,34,84,3,1.6,3,0,0,0,0,1,0
50,26,179,1,2.9,3,0,1,0,0,0,1
63,39,45,4,1.3,2,86,0,0,0,0,0
27,3,109,2,2.5,1,0,0,0,0,1,0
54,29,34,4,0.1,3,0,0,0,0,1,0
62,37,162,1,1.3,1,0,0,0,0,1,0
60,34,105,2,1.4,1,0,0,0,0,1,0
38,12,22,3,0.2,2,0,0,0,0,1,0
34,8,82,2,1.8,1,178,0,0,0,1,1
65,41,105,4,1.7,2,230,0,1,0,1,0
55,31,62,1,1.8,3,0,0,0,0,1,0
57,31,82,2,2,1,83,0,0,0,0,1
27,3,72,4,0,1,0,0,0,0,1,0
35,10,38,4,1.7,1,0,0,0,0,1,1
52,28,25,4,1,1,0,0,0,0,0,0
45,15,20,1,0.75,3,0,0,0,0,1,0
29,3,80,4,1.8,2,0,0,0,0,1,1
44,18,84,3,1.1,1,0,0,0,0,0,0
47,23,33,1,1,1,0,0,0,0,1,1
62,37,55,3,0.9,3,0,0,0,0,1,0
52,27,33,2,0.7,2,0,0,0,0,0,1
47,23,190,4,0.3,3,305,1,0,0,0,0
42,18,43,1,0.3,3,158,0,0,0,0,0
65,41,45,3,0.1,3,0,0,0,0,1,0
42,18,141,1,3.5,1,0,0,0,0,0,0
40,16,69,4,2.4,1,0,0,0,0,1,0
32,8,78,4,0.1,2,0,0,0,0,1,0
40,15,84,1,3.7,3,0,0,0,0,1,0
55,29,172,1,5.2,2,0,1,0,0,0,0
32,6,51,4,0.2,1,154,0,1,0,0,1
58,28,75,1,1.4,3,0,0,0,0,1,0
46,22,183,1,3.1,2,0,1,0,1,1,1
53,23,20,4,0.4,3,0,0,0,0,1,1
63,39,101,2,3.9,3,294,1,0,0,1,0
40,14,129,1,5.9,3,0,1,0,0,1,0
41,17,63,2,3.2,1,0,0,0,0,0,0
60,35,44,4,2.1,1,0,0,0,0,0,0
65,39,184,1,5.4,3,176,1,0,1,1,1
59,33,100,2,2,1,127,0,0,0,0,0
48,24,12,3,0.4,1,0,0,0,0,0,0
59,33,68,2,2.3,3,128,0,1,0,1,0
33,8,48,1,1,1,212,0,0,0,1,0
40,15,82,2,0.4,1,0,0,0,0,0,0
42,18,52,2,2.5,1,0,0,0,0,0,0
65,41,154,2,4.6,2,0,1,1,1,1,1
30,4,39,1,1.5,1,0,0,0,0,0,1
30,4,40,1,0.3,1,0,0,0,1,1,1
42,17,54,4,1.9,3,164,0,0,0,0,0
32,8,32,2,1,2,103,0,0,1,1,1
55,30,64,2,2.3,3,0,0,0,0,0,0
29,3,92,2,1.3,1,287,0,0,0,1,0
64,38,40,1,2.5,3,94,0,0,0,1,1
37,11,60,3,0.5,3,0,0,0,0,1,0
31,5,85,2,1.3,1,119,0,0,0,1,1
25,-1,21,4,0.4,1,90,0,0,0,1,0
31,5,35,1,0.6,3,171,0,0,0,0,0
32,7,52,2,0.1,1,0,0,0,0,1,0
58,34,128,1,7.4,1,0,0,0,0,0,0
26,2,195,1,6.33,1,0,0,0,0,0,0
51,25,68,2,1.5,2,117,0,0,0,0,1
65,41,55,2,1.1,1,0,0,0,0,0,0
43,17,55,1,0.2,1,0,0,0,0,1,0
46,21,80,4,0.4,1,0,0,0,0,1,1
28,3,123,1,0.8,1,146,0,0,0,0,0
63,37,90,4,1.9,2,106,0,1,0,1,0
59,29,61,1,1.4,3,0,0,0,0,0,0
42,15,41,3,2.5,2,0,0,0,0,1,0
58,33,43,2,1.6,3,0,0,0,0,1,0
39,13,71,3,0.1,1,162,0,1,0,1,0
36,12,25,4,1,1,0,0,0,0,1,0
60,33,154,1,3,2,0,1,1,1,1,0
47,21,141,1,2.4,1,0,0,0,0,0,0
29,4,22,2,0.9,3,110,0,0,0,0,0
52,28,145,2,6.8,1,0,0,0,0,1,0
41,16,49,3,0.5,3,0,0,0,0,1,0
63,37,109,1,2,1,0,0,0,0,1,0
59,34,80,3,0.5,1,0,0,0,0,1,1
44,20,82,4,1.4,2,201,0,0,0,1,1
54,28,52,4,2.5,1,0,0,0,0,1,0
29,5,85,3,2.5,1,0,0,0,0,1,1
51,25,148,1,1,1,0,0,0,0,0,0
63,39,160,2,2.1,1,0,0,0,0,0,1
36,11,39,4,1.7,1,0,0,0,0,1,0
42,16,25,2,0.8,3,0,0,0,0,0,1
51,25,33,1,1.4,3,0,0,0,0,1,1
47,20,38,3,2.5,2,0,0,0,0,0,0
40,16,85,4,0.2,3,0,0,0,0,1,1
54,28,48,1,0.2,1,0,0,0,0,1,0
47,21,15,4,0.6,3,77,0,0,0,1,0
35,10,94,1,0,1,174,0,0,0,1,0
28,4,120,2,0.6,1,0,0,0,0,1,0
45,19,60,1,0.7,3,159,0,0,0,1,0
33,9,145,2,4.33,1,277,0,0,0,0,1
62,36,29,2,0.7,3,0,0,0,0,0,0
45,18,78,3,2.67,2,0,0,0,0,1,0
59,35,59,4,1.2,2,0,0,0,0,1,0
58,28,80,2,4.5,3,0,0,0,0,0,1
52,26,180,1,1,1,0,0,0,0,1,1
34,8,8,3,0.1,2,83,0,0,0,1,0
65,35,23,1,1.5,3,0,0,0,0,1,0
48,23,79,2,3.8,3,0,0,0,0,1,0
44,19,78,2,3.8,3,268,0,0,0,0,0
61,37,64,1,0,2,0,0,0,0,0,1
40,14,64,4,0.2,3,0,0,0,0,1,1
65,39,160,4,3.8,1,237,1,0,0,1,0
28,4,43,1,1,3,102,0,0,0,0,0
67,42,32,1,1.1,3,0,0,0,0,0,1
35,9,179,2,0,1,76,0,1,0,1,0
60,35,8,1,0.1,1,0,0,0,0,1,0
58,32,63,1,1.6,1,0,0,1,0,1,0
55,30,40,2,2.3,3,0,0,1,0,1,0
34,9,99,4,2.2,2,155,0,0,0,1,0
35,9,141,2,4.5,2,0,1,0,0,0,0
28,4,159,1,1.5,1,0,0,0,0,1,1
38,12,39,2,0.3,1,174,0,0,0,1,0
62,38,99,4,1.7,2,0,0,0,0,0,0
30,4,18,4,0.3,2,0,0,0,0,1,1
38,12,38,2,0.3,1,0,0,0,0,1,1
33,8,133,1,0,1,0,0,0,0,1,0
58,34,84,2,2.8,1,0,0,0,0,1,1
59,35,60,1,0,2,0,0,0,0,1,1
52,28,178,3,5.4,3,147,1,0,0,1,0
36,12,18,1,0.5,3,0,0,0,0,0,1
45,21,73,1,0.8,3,0,0,0,0,1,0
49,23,125,1,7.3,1,0,0,0,0,0,0
52,26,91,1,4.3,2,0,1,0,1,1,1
54,28,74,2,1.1,1,0,0,0,0,1,0
30,4,35,2,0.3,2,0,0,1,0,0,1
65,39,113,1,2,1,0,0,0,0,1,1
34,8,52,4,2.2,2,0,0,0,0,0,0
30,6,191,2,4.4,2,0,1,0,0,1,0
51,25,18,1,0.3,3,93,0,0,0,0,1
52,27,25,2,0,1,0,0,0,0,1,1
43,18,50,4,1.9,3,0,0,0,0,0,0
35,10,75,4,0.7,3,0,0,0,0,1,1
56,26,92,2,4.5,3,0,0,1,0,0,1
57,32,33,2,2,2,0,0,0,0,1,0
58,32,65,3,2.2,3,0,0,0,0,0,0
53,28,44,3,1.7,1,0,0,0,0,0,0
45,21,183,2,1.4,1,354,0,0,0,0,0
44,20,175,2,1.4,1,0,0,0,0,1,1
54,28,28,4,1.5,3,0,0,0,0,1,1
41,17,49,4,2.2,2,0,0,0,0,0,0
52,26,45,4,1.8,1,0,0,0,0,1,0
43,17,64,4,3,3,221,1,0,0,1,0
63,38,22,3,0.1,3,90,0,0,0,1,0
54,30,120,1,7.4,1,119,0,0,0,1,1
33,8,175,2,6.7,1,102,0,0,0,1,0
25,-1,101,4,2.3,3,256,0,0,0,0,1
41,16,104,1,1,3,0,0,0,0,1,0
40,16,155,4,0.1,3,0,1,0,1,1,1
43,18,58,1,2.4,1,0,0,0,0,0,0
36,10,80,4,2.2,2,0,0,0,0,1,0
57,33,45,1,1.8,3,195,0,0,0,0,0
34,9,134,1,4.6,1,164,0,1,0,1,0
38,14,58,4,2,3,153,0,1,0,0,0
47,21,20,1,0.2,1,0,0,0,0,1,1
39,13,25,4,1.5,3,0,0,0,0,1,0
45,20,55,1,0.3,1,0,0,0,0,1,1
62,37,155,1,1.3,1,0,0,0,0,0,0
59,34,30,1,1.3,1,0,0,0,0,1,1
61,37,39,4,0.4,1,0,0,0,0,1,1
36,12,73,4,2,3,188,0,0,0,1,0
58,34,41,4,1.3,1,0,0,0,0,1,0
55,30,34,4,0.1,3,157,0,0,0,1,0
29,5,21,3,0.9,3,119,0,0,0,0,0
34,8,11,4,0.3,1,0,0,1,1,1,1
61,35,154,2,6.9,1,0,0,0,0,0,0
50,20,19,4,0.4,3,0,0,0,0,0,0
52,26,101,2,2.4,2,0,0,0,0,1,0
39,15,24,1,1,1,116,0,0,0,1,1
55,29,131,2,2.7,1,0,0,1,0,0,0
33,9,105,1,4,1,0,0,0,0,1,0
47,21,52,1,1.2,2,194,0,0,0,0,0
57,32,21,4,0.9,2,113,0,1,0,0,0
57,31,45,3,1.4,1,198,0,0,0,1,0
40,14,39,1,2,1,0,0,0,0,1,0
50,25,192,2,2.8,1,238,0,0,0,0,1
29,5,195,1,4.3,1,0,0,0,0,0,0
46,22,83,3,0.7,1,0,0,0,0,0,0
42,15,34,3,1,2,0,0,1,0,1,0
59,33,49,4,1.7,2,104,0,0,0,1,0
31,1,60,4,4,3,244,0,0,0,0,0
51,25,41,4,1.8,1,0,0,0,0,0,0
35,10,72,3,2.3,1,285,0,0,0,0,0
59,35,102,4,3,2,115,1,0,0,1,0
35,10,31,3,1.3,1,0,0,0,0,0,0
46,20,73,1,1.5,2,128,0,0,0,1,0
34,9,89,1,0,1,0,0,0,0,1,0
55,29,19,4,0.7,3,121,0,1,0,0,1
64,40,63,4,1.2,2,0,0,0,0,1,0
34,9,104,3,1.2,3,0,0,0,0,1,0
61,35,40,1,0.8,2,128,0,0,0,1,0
63,39,92,2,0,3,0,0,0,0,1,0
59,33,72,2,0.7,2,226,0,0,0,0,0
51,27,44,3,1.9,2,141,0,0,0,0,0
41,16,114,4,3.5,1,0,1,0,0,0,1
37,13,73,4,2.4,1,0,0,0,0,0,0
64,40,63,4,1.2,2,0,0,1,0,0,1
44,20,69,1,0.8,3,184,0,0,1,1,1
62,37,42,3,1.5,1,0,0,0,0,1,0
50,26,88,1,2.7,1,0,0,0,0,1,0
43,18,98,2,0.4,1,0,0,0,0,1,0
34,8,65,1,3,1,227,1,0,0,1,0
38,13,12,2,0.3,2,104,0,1,0,1,0
29,5,122,4,3,1,0,1,0,0,0,1
39,14,12,2,0,3,0,0,0,0,0,0
53,29,24,2,0.2,1,0,0,0,0,0,1
43,19,170,4,4.25,1,318,1,0,1,1,1
61,36,184,4,2.3,2,342,1,0,1,1,1
46,20,25,4,0.6,3,125,0,0,0,0,0
57,31,131,2,2.7,1,0,0,0,0,0,0
59,33,50,2,2.3,3,0,0,0,0,0,1
52,28,21,2,0.4,1,0,0,1,0,1,0
29,3,55,3,1.1,2,0,0,0,0,1,0
57,32,124,1,0.2,2,0,1,0,0,1,0
49,23,58,4,2.6,1,188,0,0,0,0,0
39,13,72,2,2.8,1,0,0,0,0,1,0
56,31,192,1,7,3,0,1,0,1,1,0
63,38,83,3,1.8,2,0,0,0,0,1,0
37,12,93,1,2.8,1,0,0,1,0,1,0
56,26,38,3,1,3,110,0,1,0,1,0
45,20,55,4,1.9,3,164,0,1,0,0,0
66,41,11,3,0.1,3,0,0,1,0,0,1
40,15,85,2,0.4,1,0,0,1,0,0,0
50,24,124,1,4.9,1,266,0,0,0,1,0
60,36,129,2,6,1,0,0,0,0,1,0
31,7,180,1,4.3,1,0,0,0,0,0,0
40,14,74,4,1.4,2,0,0,0,0,1,0
36,6,138,1,7,3,86,1,0,0,1,0
55,29,111,2,3.6,3,0,1,0,0,0,1
54,28,83,3,0.8,1,0,0,0,0,1,0
35,10,33,4,1.7,1,87,0,0,0,1,0
55,29,21,4,0.7,3,0,0,0,0,0,0
36,10,35,2,0.3,1,98,0,0,0,1,0
66,41,105,1,0.8,3,0,0,1,1,1,1
38,14,103,1,0.8,2,0,0,0,0,0,1
58,32,75,2,2.3,3,0,0,0,0,0,0
41,17,33,1,0.7,1,104,0,0,0,0,0
60,34,52,4,1.7,2,0,0,1,0,1,0
47,23,89,1,2.6,2,0,0,1,1,1,1
62,36,63,1,2.5,3,0,0,0,0,0,0
48,23,84,4,3.1,2,0,1,1,1,1,0
61,36,44,4,2.1,1,0,0,0,0,0,0
29,3,29,3,1,1,0,0,0,0,1,1
45,21,29,1,0.3,3,0,0,0,0,1,0
39,14,22,2,0.3,2,0,0,0,0,1,0
31,6,53,4,2.2,1,114,0,0,0,1,0
39,14,24,2,0.3,2,0,0,0,0,1,0
