기준_날짜,기준_시간,시작_대여소,종료_대여소,전체건수,전체_이용_분,전체_이용_거리
20220731,845,ST-850,ST-850,1,0,0
20220731,845,ST-2804,ST-2107,1,18,4990
20220731,845,ST-1251,ST-2977,1,33,5535
20220731,845,ST-2561,ST-17,1,9,1610
20220731,845,ST-1282,ST-2719,1,38,2120
20220731,845,ST-1280,ST-1280,1,10,1610
20220731,845,ST-2081,ST-604,1,2,700
20220731,845,ST-95,ST-2974,1,3,938
20220731,845,ST-1631,ST-175,1,8,1824
20220731,845,ST-3099,ST-376,1,10,2000
20220731,845,ST-390,ST-776,2,183,24505
20220731,845,ST-2435,ST-1239,1,12,1560
20220731,845,ST-2419,ST-1676,1,4,820
20220731,845,ST-2831,ST-1718,1,6,767
20220731,845,ST-1766,ST-2736,1,8,1044
20220731,845,ST-485,ST-1851,1,34,4750
20220731,845,ST-203,ST-213,1,3,766
20220731,845,ST-1072,ST-2972,1,16,2507
20220731,845,ST-2420,ST-390,1,16,2354
20220731,845,ST-1017,ST-533,1,9,390
20220731,845,ST-1065,ST-834,1,21,2330
20220731,845,ST-896,ST-1089,1,9,1740
20220731,845,ST-892,ST-2580,1,10,2051
20220731,845,ST-2398,ST-2396,1,11,1980
20220731,845,ST-1497,ST-2039,1,3,478
20220731,845,ST-2833,ST-1868,1,6,1210
20220731,845,ST-1867,ST-1868,1,6,1217
20220731,845,ST-1892,ST-1364,1,4,851
20220731,845,ST-1350,ST-1506,1,11,1762
20220731,845,ST-2049,ST-2538,1,5,890
20220731,845,ST-1321,ST-1321,1,0,0
20220731,845,ST-1756,ST-118,1,6,1300
20220731,845,ST-1097,ST-570,1,8,2050
20220731,845,ST-3089,ST-2013,1,6,740
20220731,845,ST-2844,ST-2774,1,3,513
20220731,845,ST-278,ST-278,2,0,0
20220731,845,ST-1872,ST-891,1,21,3760
20220731,845,ST-1264,ST-884,1,8,1321
20220731,845,ST-1081,ST-739,1,7,721
20220731,845,ST-431,ST-2762,1,12,1969
20220731,845,ST-3062,ST-341,1,5,813
20220731,845,ST-1864,ST-539,1,3,580
20220731,845,ST-1263,ST-2541,1,5,1145
20220731,845,ST-280,ST-413,1,4,385
20220731,845,ST-1298,ST-276,1,7,1487
20220731,845,ST-2437,ST-2866,1,35,6715
20220731,845,ST-2723,ST-2799,1,6,1270
20220731,845,ST-1118,ST-610,1,10,1110
20220731,845,ST-1006,ST-1505,1,6,709
20220731,845,ST-1653,ST-1701,1,37,2830
20220731,845,ST-1654,ST-766,1,70,3800
20220731,845,ST-1757,ST-918,1,29,6232
20220731,845,ST-606,ST-2078,1,9,1250
20220731,845,ST-997,ST-1995,1,11,1097
20220731,845,ST-750,ST-1910,1,0,160
20220731,845,ST-2244,ST-1028,1,4,510
20220731,845,ST-1652,ST-1697,1,4,640
20220731,845,ST-2835,ST-1285,1,34,8280
20220731,845,ST-1691,ST-31,1,4,715
20220731,845,ST-1426,ST-1475,1,10,1369
20220731,845,ST-1590,ST-739,1,25,3438
20220731,845,ST-486,ST-3098,1,6,590
20220731,845,ST-975,ST-1254,1,2,430
20220731,845,ST-2310,ST-98,1,8,1002
20220731,845,ST-707,ST-1268,1,16,3799
20220731,845,ST-813,ST-1556,1,5,1100
20220731,845,ST-1300,ST-264,1,5,710
20220731,845,ST-964,ST-603,1,4,810
20220731,845,ST-590,ST-1427,1,2,460
20220731,845,ST-407,ST-410,1,24,4607
20220731,845,ST-1751,ST-94,1,3,459
20220731,845,ST-455,ST-343,1,59,12090
20220731,845,ST-869,ST-612,1,3,520
20220731,845,ST-295,ST-1653,1,7,1130
20220731,845,ST-1999,ST-309,1,18,2980
20220731,845,ST-410,ST-1300,1,12,1350
20220731,845,ST-175,ST-272,1,6,690
20220731,845,ST-2425,ST-478,1,6,1200
20220731,845,ST-479,ST-1036,1,3,345
20220731,845,ST-1812,ST-137,1,17,2580
20220731,845,ST-260,ST-391,1,15,1964
20220731,845,ST-117,ST-126,1,5,952
20220731,845,ST-379,ST-383,1,8,1130
20220731,845,ST-257,ST-483,1,43,1960
20220731,845,ST-1848,ST-1687,1,8,920
20220731,845,ST-1485,ST-2778,1,3,493
20220731,845,ST-1654,ST-1922,1,38,2038
20220731,845,ST-1298,ST-242,1,5,970
20220731,845,ST-1693,ST-202,1,4,1156
20220731,845,ST-1197,ST-251,1,7,1120
20220731,845,ST-519,ST-1508,1,9,1394
20220731,845,ST-1719,ST-1861,1,37,6052
20220731,845,ST-401,ST-401,1,0,0
20220731,845,ST-679,ST-679,1,7,686
20220731,845,ST-1194,ST-2331,1,5,610
20220731,845,ST-278,ST-1910,1,52,12106
20220731,845,ST-341,ST-68,1,54,13691
20220731,845,ST-2546,ST-2314,1,8,1050
20220731,845,ST-1006,ST-1006,1,0,0
20220731,845,ST-1539,ST-281,1,7,1100
20220731,845,ST-2792,ST-2792,1,74,1650
20220731,845,ST-2574,ST-1878,1,3,480
20220731,845,ST-2272,ST-827,1,4,710
20220731,845,ST-1380,ST-568,1,8,909
20220731,845,ST-2824,ST-2782,1,1,870
20220731,845,ST-905,ST-1566,1,75,16420
20220731,845,ST-2804,ST-915,1,3,528
20220731,845,ST-277,ST-47,1,23,3900
20220731,845,ST-317,ST-1500,1,10,1909
20220731,845,ST-111,ST-111,1,9,1408
20220731,845,ST-1683,ST-1586,1,2,0
20220731,845,ST-279,ST-2879,1,20,4820
20220731,845,ST-1507,ST-2487,1,7,494
20220731,845,ST-2383,ST-965,1,15,890
20220731,845,ST-1625,ST-2933,1,5,1045
20220731,845,ST-2309,ST-1192,1,13,1862
20220731,845,ST-1008,ST-312,1,11,1441
20220731,845,ST-668,ST-1546,1,9,1180
20220731,845,ST-1881,ST-2678,1,65,8640
20220731,845,ST-1721,ST-1721,1,0,0
20220731,845,ST-385,ST-364,1,20,3520
20220731,845,ST-369,ST-237,1,8,1747
20220731,845,ST-975,ST-1254,1,2,430
20220731,845,ST-2045,ST-2045,1,0,0
20220731,845,ST-426,ST-292,1,9,3340
20220731,845,ST-1573,ST-909,1,15,2462
20220731,845,ST-1996,ST-1996,1,50,4120
20220731,845,ST-760,ST-1913,1,8,1215
20220731,845,ST-1985,ST-1985,1,0,0
20220731,845,ST-241,ST-1599,1,12,2570
20220731,845,ST-877,ST-877,1,33,1857
20220731,845,ST-686,ST-1356,1,3,510
20220731,845,ST-180,ST-123,1,11,1592
20220731,845,ST-160,ST-1781,1,8,1044
20220731,845,ST-409,ST-3083,1,39,10570
20220731,845,ST-761,ST-3077,1,24,4040
20220731,845,ST-2693,ST-185,1,14,2436
20220731,845,ST-1779,ST-1782,1,8,1180
20220731,845,ST-1731,ST-1731,1,45,790
20220731,845,ST-1353,ST-2810,1,9,1400
20220731,845,ST-1378,ST-1660,1,13,1740
20220731,845,ST-395,ST-395,2,232,38895
20220731,845,ST-1098,ST-3042,1,38,6950
20220731,845,ST-2789,ST-2411,1,6,560
20220731,845,ST-1195,ST-1195,1,79,9940
20220731,845,ST-2076,ST-611,1,27,4030
20220731,845,ST-514,ST-512,1,3,810
20220731,845,ST-762,ST-1305,1,9,1130
20220731,845,ST-1486,ST-1025,1,4,1017
20220731,845,ST-236,ST-248,1,5,971
20220731,845,ST-2088,ST-2088,1,14,1204
20220731,845,ST-1133,ST-612,1,22,3240
20220731,845,ST-311,ST-2764,1,2,600
20220731,845,ST-64,ST-70,1,11,649
20220731,845,ST-2740,ST-2592,1,7,865
20220731,845,ST-1492,ST-1188,1,3,318
20220731,845,ST-2555,ST-1402,1,2,551
20220731,845,ST-422,ST-295,1,45,2480
20220731,845,ST-1851,ST-1868,1,8,1059
20220731,845,ST-1323,ST-1323,1,101,12994
20220731,845,ST-2933,ST-266,1,16,1911
20220731,845,ST-1661,ST-987,1,5,704
20220731,845,ST-1342,ST-1342,1,4,429
20220731,845,ST-662,ST-662,1,69,18260
20220731,845,ST-2876,ST-891,2,14,2098
20220731,845,ST-2310,ST-2310,1,24,2690
20220731,845,ST-2725,ST-3092,2,18,2664
20220731,845,ST-514,ST-2045,1,7,1230
20220731,845,ST-635,ST-2932,1,10,1846
20220731,845,ST-795,ST-796,1,5,630
20220731,845,ST-548,ST-550,1,13,1400
20220731,845,ST-502,ST-505,1,43,932
20220731,845,ST-835,ST-835,1,29,5090
20220731,845,ST-306,ST-280,1,17,2237
20220731,845,ST-2152,ST-2152,1,61,819
20220731,845,ST-2742,ST-1720,1,10,1550
20220731,845,ST-1342,ST-3080,1,7,744
20220731,845,ST-918,ST-1353,1,29,6973
20220731,845,ST-513,CENTER,1,40,0
20220731,845,ST-1025,ST-456,1,11,1555
20220731,845,ST-1492,ST-1188,1,3,318
20220731,845,ST-2115,ST-2754,1,54,6763
20220731,845,ST-2738,ST-1719,1,20,3200
20220731,845,ST-2350,ST-2924,1,11,2130
20220731,845,ST-930,ST-930,1,123,17130
20220731,845,ST-262,ST-2278,1,7,840
20220731,845,ST-2710,ST-1125,1,5,1050
20220731,845,ST-2831,ST-513,1,6,1230
20220731,845,ST-1720,ST-2798,2,26,4211
20220731,845,ST-2557,ST-522,1,6,1190
20220731,845,ST-2269,ST-270,1,4,674
20220731,845,ST-98,ST-98,1,47,1330
20220731,845,ST-1517,ST-1065,1,5,850
20220731,845,ST-1849,ST-1767,1,9,1516
20220731,845,ST-555,ST-555,1,0,0
20220731,845,ST-1879,ST-1179,1,5,724
20220731,845,ST-2087,ST-2729,1,5,1860
20220731,845,ST-1968,ST-1968,1,42,3812
20220731,845,ST-2557,ST-1249,1,4,719
20220731,845,ST-2722,ST-1137,1,11,1820
20220731,845,ST-2744,ST-504,1,4,770
20220731,845,ST-508,ST-1515,1,4,441
20220731,845,ST-2678,ST-2678,1,115,610
20220731,845,ST-1631,ST-269,1,7,1278
20220731,845,ST-426,ST-2807,1,9,1105
20220731,845,ST-1446,ST-1446,1,76,930
20220731,845,ST-453,ST-2780,1,14,1400
20220731,845,ST-903,ST-903,1,69,12680
20220731,845,ST-1137,ST-1296,1,8,1410
20220731,845,ST-1297,ST-2094,1,9,2609
20220731,845,ST-2459,ST-1137,1,14,2680
20220731,845,ST-401,ST-401,2,13,832
20220731,845,ST-1663,ST-1191,1,8,1700
20220731,845,ST-1118,ST-1118,1,1,0
20220731,845,ST-1660,ST-258,1,6,1350
20220731,845,ST-2607,ST-930,1,54,2740
20220731,845,ST-2902,ST-2899,1,9,1450
20220731,845,ST-2818,ST-3072,1,12,1420
20220731,845,ST-691,ST-699,1,8,3130
20220731,845,ST-281,ST-1973,1,11,1578
20220731,845,ST-1136,ST-1297,1,9,2100
20220731,845,ST-1111,ST-590,1,27,5990
20220731,845,ST-2835,ST-2835,1,0,0
20220731,845,ST-2160,ST-2905,2,46,4189
20220731,845,ST-2302,ST-97,1,12,2234
20220731,845,ST-1985,ST-1985,1,0,0
20220731,845,ST-217,ST-3008,1,8,1967
20220731,845,ST-2584,ST-1717,1,3,656
20220731,845,ST-612,ST-612,2,157,22638
20220731,845,ST-2280,ST-409,1,20,2886
20220731,845,ST-1271,ST-1602,1,11,2090
20220731,845,ST-2149,ST-2204,1,52,9100
20220731,845,ST-869,ST-612,1,3,520
20220731,845,ST-2709,ST-1125,1,12,1708
20220731,845,ST-583,ST-585,1,8,1216
20220731,845,ST-413,ST-47,1,20,3150
20220731,845,ST-555,ST-2981,1,17,2867
20220731,845,ST-306,ST-3072,1,7,1320
20220731,845,ST-1110,ST-2237,1,18,2750
20220731,845,ST-97,ST-1429,1,5,1420
20220731,845,ST-1559,ST-1559,1,119,25946
20220731,845,ST-2945,ST-2490,1,21,2640
20220731,845,ST-2483,ST-3094,1,7,1150
20220731,845,ST-283,ST-534,1,33,6033
20220731,845,ST-2037,ST-2045,1,5,1035
20220731,845,ST-750,ST-1910,1,0,160
20220731,845,ST-2160,ST-87,1,10,1581
20220731,845,ST-2530,ST-212,1,36,7311
20220731,845,ST-443,ST-344,2,35,3680
20220731,845,ST-2998,ST-622,1,11,1652
20220731,845,ST-2087,ST-2070,1,7,1062
20220731,845,ST-1045,ST-496,1,2,370
20220731,845,ST-495,ST-2748,1,8,834
20220731,845,ST-2407,ST-2407,1,10,1083
20220731,845,ST-1339,ST-776,2,64,7903
20220731,845,ST-3041,ST-1323,1,36,9230
20220731,845,ST-831,ST-509,1,3,608
20220731,845,ST-692,ST-750,2,45,9420
20220731,845,ST-2918,ST-2572,1,32,6930
20220731,845,ST-70,ST-62,1,5,780
20220731,845,ST-86,ST-349,1,15,2007
20220731,845,ST-2844,ST-2844,1,34,2904
20220731,845,ST-2506,ST-2933,1,3,1040
20220731,845,ST-781,ST-770,1,5,604
20220731,845,ST-2116,ST-2117,1,3,570
20220731,845,ST-1181,ST-1881,1,17,1522
20220731,845,ST-247,ST-1197,1,11,1243
20220731,845,ST-1831,ST-1593,1,23,1498
20220731,845,ST-2896,ST-1123,1,4,701
20220731,845,ST-788,ST-1173,1,11,1930
20220731,845,ST-1537,ST-2823,1,17,2360
20220731,845,ST-600,ST-1348,1,12,2167
20220731,845,ST-1529,ST-873,1,6,1057
20220731,845,ST-909,ST-540,1,3,698
20220731,845,ST-2199,ST-183,1,71,8785
20220731,845,ST-530,ST-2000,1,4,740
20220731,845,ST-590,ST-1427,1,2,460
20220731,845,ST-397,ST-126,1,29,5907
20220731,845,ST-2556,ST-1010,1,11,1647
20220731,845,ST-1044,ST-494,1,6,858
20220731,845,ST-541,ST-1687,1,7,1200
20220731,845,ST-694,ST-2332,1,47,8353
20220731,845,ST-570,ST-602,1,6,950
20220731,845,ST-1397,ST-210,1,11,1236
20220731,845,ST-1797,ST-1797,1,54,7499
20220731,845,ST-548,ST-548,1,2,0
20220731,845,ST-1300,ST-1300,1,59,17100
20220731,845,ST-2045,ST-2045,1,0,0
20220731,845,ST-2823,ST-727,2,23,1770
20220731,845,ST-2353,ST-2172,1,33,5831
20220731,845,ST-312,ST-1018,1,11,2010
20220731,845,ST-1215,ST-2903,1,7,1030
20220731,845,ST-2621,ST-2876,1,7,1208
20220731,845,ST-2045,ST-2042,1,5,1122
20220731,845,ST-3105,ST-1323,1,26,5498
20220731,845,ST-2425,ST-2252,1,19,2289
20220731,845,ST-795,ST-953,1,1,88
20220731,845,ST-1081,ST-550,1,9,1770
20220731,845,ST-310,ST-1017,1,6,912
20220731,845,ST-1718,ST-1518,1,15,2131
20220731,845,ST-1689,ST-1718,1,4,675
20220731,845,ST-278,ST-278,2,0,0
20220731,845,ST-1730,ST-2796,1,8,1046
20220731,845,ST-1644,ST-232,1,15,2062
20220731,845,ST-455,ST-349,1,12,2360
20220731,845,ST-51,ST-1701,1,7,1268
20220731,845,ST-1652,ST-1697,1,4,640
20220731,845,ST-1400,ST-292,1,28,4171
20220731,845,ST-1976,ST-282,1,28,1930
20220731,845,ST-1218,ST-417,1,11,1417
20220731,845,ST-1855,ST-903,1,6,550
20220731,845,ST-665,ST-1535,1,21,2590
20220731,845,ST-169,ST-168,1,7,449
20220731,845,ST-2549,ST-2549,1,43,9990
20220731,845,ST-2710,ST-2091,1,8,2860
20220731,845,ST-206,ST-22,1,6,912
20220731,845,ST-641,ST-2964,1,4,757
20220731,845,ST-2668,ST-1922,1,23,1757
20220731,845,ST-1406,ST-1679,1,10,905
20220731,845,ST-1459,ST-1210,1,4,598
20220731,845,ST-1495,ST-2811,1,20,2385
20220731,845,ST-2767,ST-2558,1,12,2190
20220731,845,ST-1046,ST-503,1,9,1186
20220731,845,ST-2058,ST-2884,1,4,937
20220731,845,ST-426,ST-2553,1,21,3640
20220731,845,ST-1663,ST-2547,1,2,0
20220731,845,ST-605,ST-1118,1,7,850
20220731,845,ST-2160,ST-344,1,7,800
20220731,845,ST-64,ST-1649,1,45,4270
20220731,845,ST-2761,ST-994,1,10,1850
20220731,845,ST-2835,ST-2719,1,50,3298
20220731,845,ST-2075,ST-1292,1,27,5741
20220731,845,ST-916,ST-1464,1,1,0
20220731,845,ST-3042,ST-506,1,13,1950
20220731,845,ST-1995,ST-2961,1,10,2020
20220731,845,ST-1065,ST-1712,1,9,1303
20220731,845,ST-2050,ST-2871,1,4,507
20220731,845,ST-460,ST-89,1,8,2730
20220731,845,ST-413,ST-2806,1,4,690
20220731,845,ST-350,ST-2151,1,4,570
20220731,845,ST-2007,ST-2017,1,54,7160
20220731,845,ST-467,ST-455,1,11,1880
20220731,845,ST-2096,ST-1137,1,1,430
20220731,845,ST-432,ST-1498,1,3,600
20220731,845,ST-2079,ST-1639,2,7,1200
20220731,845,ST-2761,ST-1997,1,10,1183
20220731,845,ST-724,ST-2817,1,20,3227
20220731,845,ST-1323,ST-1652,1,12,1619
20220731,845,ST-1841,ST-2742,1,10,1772
20220731,845,ST-1048,ST-486,1,46,6600
20220731,845,ST-705,ST-704,1,4,851
20220731,845,ST-1537,ST-1753,1,7,1450
20220731,845,ST-876,ST-2435,1,7,1350
20220731,845,ST-198,ST-360,1,11,1900
20220731,845,ST-347,ST-89,1,98,3250
20220731,845,ST-1006,ST-1018,1,3,520
20220731,845,ST-2136,ST-1131,1,3,239
20220731,845,ST-2918,ST-1590,1,6,850
20220731,845,ST-465,ST-479,1,14,2080
20220731,845,ST-555,ST-555,1,0,0
20220731,845,ST-96,ST-89,1,3,720
20220731,845,ST-525,ST-2479,1,27,3190
20220731,845,ST-1674,ST-2264,1,6,933
20220731,845,ST-1976,ST-1977,1,7,1386
20220731,845,ST-1712,ST-2045,1,4,655
20220731,845,ST-892,ST-1720,1,9,890
20220731,845,ST-396,ST-1334,1,10,1020
20220731,845,ST-1357,ST-687,1,70,3880
20220731,845,ST-2815,ST-2806,1,8,1040
20220731,845,ST-2278,ST-252,1,12,2250
20220731,845,ST-3042,ST-362,1,8,1152
20220731,845,ST-35,ST-455,1,11,2080
20220731,845,ST-605,ST-604,1,7,1061
20220731,845,ST-565,ST-910,1,5,530
20220731,845,ST-2565,ST-1779,1,7,1850
20220731,845,ST-1243,ST-2462,1,35,5120
20220731,845,ST-1302,ST-2280,1,9,1310
20220731,845,ST-2398,ST-2016,1,7,1194
20220731,845,ST-156,ST-1780,1,12,2490
20220731,845,ST-2076,ST-603,1,7,1380
20220731,845,ST-1867,ST-1681,1,9,1710
20220731,845,ST-2574,ST-542,1,8,1040
20220731,845,ST-2692,ST-2011,1,4,660
20220731,845,ST-384,ST-3012,2,20,2924
20220731,845,ST-2752,ST-2031,1,12,2310
20220731,845,ST-106,ST-2320,1,24,3210
20220731,845,ST-564,ST-910,1,5,773
20220731,845,ST-2835,ST-2835,1,0,0
20220731,845,ST-2398,ST-2017,1,11,1310
20220731,845,ST-1321,ST-1321,1,0,0
20220731,845,ST-2722,ST-1470,2,131,19489
20220731,845,ST-2773,ST-1015,1,5,966
20220731,845,ST-1351,ST-1718,1,8,1490
20220731,845,ST-1215,ST-827,1,3,578
20220731,845,ST-1320,ST-413,1,8,1045
20220731,845,ST-1726,ST-643,1,8,1414
20220731,845,ST-2971,ST-1470,2,111,16215
20220731,845,ST-2849,ST-614,1,17,2280
20220731,845,ST-398,ST-2333,1,6,1175
20220731,845,ST-1006,ST-1006,1,0,0
20220731,845,ST-2477,ST-2965,1,7,253
20220731,845,ST-2555,ST-831,1,24,2549
20220731,845,ST-1797,ST-798,1,13,2570
20220731,845,ST-1876,ST-1086,1,17,1920
20220731,845,ST-1650,ST-289,1,3,510
20220731,845,ST-2317,ST-394,1,7,1522
20220731,845,ST-2476,ST-2857,1,2,0
20220731,845,ST-493,CENTER,1,50,0
20220731,845,ST-214,ST-2175,1,10,1630
20220731,845,ST-2031,ST-2890,1,5,1030
20220731,845,ST-437,ST-2449,1,12,2230
20220731,845,ST-1109,ST-2110,1,12,1886
20220731,845,ST-530,ST-517,1,9,1442
20220731,845,ST-1683,ST-1586,1,2,0
20220731,845,ST-306,ST-1321,1,1,0
20220731,845,ST-1061,ST-1720,1,28,3785
20220731,845,ST-1122,ST-1287,1,11,2380
20220731,845,ST-1198,ST-360,1,8,1611
20220731,845,ST-891,ST-1730,1,9,1430
20220731,845,ST-2958,ST-2760,1,5,979
20220731,845,ST-1835,ST-2876,1,30,5980
20220731,845,ST-1693,ST-210,1,34,7420
20220731,845,ST-2731,ST-2237,1,4,320
20220731,845,ST-306,ST-306,1,16,1243
20220731,845,ST-1985,ST-1990,1,4,350
20220731,845,ST-165,ST-165,1,13,1120
20220731,845,ST-259,ST-388,1,48,10800
20220731,845,ST-2331,ST-2341,1,15,3816
20220731,845,ST-646,ST-652,1,47,2910
20220731,845,ST-946,ST-3082,1,18,1129
20220731,845,ST-2199,ST-233,1,18,1640
20220731,845,ST-2555,ST-1647,1,4,892
20220731,845,ST-205,ST-307,1,23,4239
20220731,845,ST-2584,ST-1717,1,3,656
20220731,845,ST-1657,ST-1657,1,1,0
20220731,845,ST-1451,ST-561,1,6,943
20220731,845,ST-392,ST-2325,1,20,3687
20220731,845,ST-1605,ST-2146,1,40,7706
20220731,845,ST-243,ST-242,1,3,590
20220731,845,ST-2960,ST-2016,1,11,1590
20220731,845,ST-202,ST-3020,1,7,1050
20220731,845,ST-586,ST-3024,1,4,570
20220731,845,ST-677,ST-677,1,13,1680
20220731,845,ST-2833,ST-550,1,5,980
20220731,845,ST-1519,ST-2037,1,10,1490
20220731,845,ST-1837,ST-2750,1,125,800
20220731,845,ST-505,ST-2742,1,5,620
20220731,845,ST-850,ST-850,1,0,0
20220731,845,ST-2075,ST-3000,1,11,1280
20220731,845,ST-432,ST-1498,1,3,600
20220731,845,ST-2237,ST-643,1,20,3926
20220731,845,ST-923,CENTER,1,20,0
20220731,845,ST-2476,ST-2857,1,2,0
20220731,845,ST-1198,ST-358,1,2,430
20220731,845,ST-3105,ST-3105,1,49,2213
20220731,845,ST-1321,ST-2645,1,11,1880
20220731,845,ST-203,ST-213,1,3,766
20220731,845,ST-985,ST-973,1,18,2970
20220731,845,ST-980,ST-1661,1,8,1832
20220731,845,ST-877,ST-1325,1,35,4754
20220731,845,ST-2172,ST-435,1,5,933
20220731,845,ST-1005,ST-1019,1,16,3020
20220731,845,ST-1150,ST-700,1,46,696
20220731,845,ST-1177,ST-808,1,14,2141
20220731,845,ST-293,ST-2822,1,4,726
20220731,845,ST-2976,ST-2175,1,8,1401
20220731,845,ST-1010,ST-2003,1,6,960
20220731,845,ST-2844,ST-2774,1,3,513
20220731,845,ST-1299,ST-1096,1,17,3278
20220731,845,ST-728,ST-2826,1,9,2260
20220731,845,ST-2614,ST-1265,1,2,0
20220731,845,ST-1352,ST-1711,1,10,2270
20220731,845,ST-508,ST-2857,1,6,922
20220731,845,ST-1991,ST-1991,1,46,7971
20220731,845,ST-286,ST-2654,1,9,1398
20220731,845,ST-2754,ST-1426,1,18,2930
20220731,845,ST-89,ST-89,2,95,12223
20220731,845,ST-737,ST-2796,1,7,1370
20220731,845,ST-1720,ST-2878,1,19,2810
20220731,845,ST-2897,ST-2533,1,7,873
20220731,845,ST-1701,ST-2822,2,8,1683
20220731,845,ST-3068,ST-2478,1,7,800
20220731,845,ST-1721,ST-1721,1,0,0
20220731,845,ST-1586,ST-1729,1,18,2300
20220731,845,ST-2749,ST-1837,1,3,340
20220731,845,ST-2809,ST-1990,1,7,1160
20220731,845,ST-233,ST-2154,1,15,2879
20220731,845,ST-2031,ST-2044,1,3,580
20220731,845,ST-386,ST-2542,1,12,2389
20220731,845,ST-1352,ST-2884,1,7,644
20220731,850,ST-927,ST-1914,1,18,3538
20220731,850,ST-1520,ST-522,1,10,2283
20220731,850,ST-1656,ST-899,1,11,1755
20220731,850,ST-2958,ST-2760,1,5,979
20220731,850,ST-2810,ST-205,1,19,4630
20220731,850,ST-512,ST-2411,1,3,690
20220731,850,ST-2808,ST-1268,1,27,4174
20220731,850,ST-1866,ST-1859,1,10,870
20220731,850,ST-840,ST-1859,1,10,1520
20220731,850,ST-1495,ST-1495,1,70,9450
20220731,850,ST-2639,ST-1939,1,4,604
20220731,850,ST-59,ST-46,1,16,1579
20220731,850,ST-310,ST-1017,1,5,1080
20220731,850,ST-2833,ST-550,1,5,980
20220731,850,ST-2555,ST-1402,1,2,551
20220731,850,ST-538,ST-829,1,2,0
20220731,850,ST-464,ST-455,1,6,1131
20220731,850,ST-2226,ST-2226,1,47,8763
20220731,850,ST-1757,ST-1678,1,33,2572
20220731,850,ST-2751,ST-1838,2,14,3102
20220731,850,ST-2078,ST-2699,1,16,2321
20220731,850,ST-501,ST-1420,1,6,1360
20220731,850,ST-1268,ST-2996,1,43,1546
20220731,850,ST-257,ST-2314,1,2,490
20220731,850,ST-1720,ST-1874,2,135,14655
20220731,850,ST-2747,ST-490,1,19,2630
20220731,850,ST-2697,ST-2696,1,2,590
20220731,850,ST-106,ST-106,1,52,1540
20220731,850,ST-2901,ST-299,1,2,0
20220731,850,ST-915,ST-868,1,2,0
20220731,850,ST-99,ST-1095,1,48,10580
20220731,850,ST-757,ST-371,1,57,12360
20220731,850,ST-752,ST-1916,1,38,2866
20220731,850,ST-873,ST-997,1,30,5260
20220731,850,ST-691,ST-690,1,5,1040
20220731,850,ST-306,ST-1228,1,34,5190
20220731,850,ST-1109,ST-1104,1,5,780
20220731,850,ST-1104,ST-643,1,5,613
20220731,850,ST-473,ST-2259,1,29,6161
20220731,850,ST-2244,ST-1028,1,4,510
20220731,850,ST-479,ST-1036,1,3,345
20220731,850,ST-1298,ST-1263,2,27,3097
20220731,850,ST-2125,ST-2727,1,6,1720
20220731,850,ST-1006,ST-1006,1,44,2414
20220731,850,ST-2491,ST-2943,1,3,745
20220731,850,ST-728,ST-688,1,17,2330
20220731,850,ST-1504,ST-2014,1,3,552
20220731,850,ST-1903,ST-1360,1,11,1104
20220731,850,ST-2132,ST-948,1,46,4980
20220731,850,ST-469,ST-448,1,15,4040
20220731,850,ST-2165,ST-345,1,11,1975
20220731,850,ST-217,ST-3008,1,8,1967
20220731,850,ST-94,ST-86,1,10,766
20220731,850,ST-1683,ST-1866,1,4,709
20220731,850,ST-2849,ST-2110,1,9,1644
20220731,850,ST-308,ST-1736,1,117,10180
20220731,850,ST-2046,ST-2041,1,7,1440
20220731,850,ST-2146,ST-206,1,2,500
20220731,850,ST-504,ST-504,1,30,7370
20220731,850,ST-2206,ST-5,1,37,3111
20220731,850,ST-296,ST-47,1,2,340
20220731,850,ST-258,ST-258,1,48,11980
20220731,850,ST-109,ST-1344,1,28,5693
20220731,850,ST-572,ST-2793,1,47,9027
20220731,850,ST-1279,ST-1132,1,28,4780
20220731,850,ST-69,ST-426,1,20,4248
20220731,850,ST-1289,ST-1461,1,7,910
20220731,850,ST-1421,ST-488,1,11,1570
20220731,850,ST-754,ST-923,1,10,1471
20220731,850,ST-1499,ST-315,1,4,1060
20220731,850,ST-1653,ST-1990,1,20,1850
20220731,850,ST-281,ST-669,1,21,5220
20220731,850,ST-376,ST-400,1,12,1960
20220731,850,ST-1783,ST-198,1,22,2338
20220731,850,ST-243,ST-242,1,3,590
20220731,850,ST-2450,ST-436,1,8,1491
20220731,850,ST-1451,ST-2629,1,6,1241
20220731,850,ST-335,ST-335,1,24,4860
20220731,850,ST-1300,ST-3003,1,17,4130
20220731,850,ST-1625,ST-2933,1,5,1045
20220731,850,ST-2054,ST-2887,1,3,736
20220731,850,ST-641,ST-2964,1,4,757
20220731,850,ST-605,ST-3014,1,4,760
20220731,850,ST-1286,ST-2070,1,8,1360
20220731,850,ST-1868,ST-1590,1,3,890
20220731,850,ST-2085,ST-3015,1,6,1020
20220731,850,ST-2748,ST-502,1,7,954
20220731,850,ST-2106,ST-2091,1,9,1450
20220731,850,ST-776,ST-776,2,137,8323
20220731,850,ST-807,ST-1897,1,7,1034
20220731,850,ST-838,ST-1855,1,11,1160
20220731,850,ST-1527,ST-2753,1,5,505
20220731,850,ST-2172,ST-435,1,5,933
20220731,850,ST-1766,ST-2739,1,9,844
